clip,src_take,src_start_s,speaker,room,dist,label,peak,rms,review
sp02_noise_1m_take_03_c15.wav,sp02_noise_1m/take_03.wav,23.05,sp02,noise,1m,silence,32768,13886,human
sp02_noise_1m_take_03_c16.wav,sp02_noise_1m/take_03.wav,25.3,sp02,noise,1m,wake,32768,16490,human
sp02_noise_1m_take_03_c17.wav,sp02_noise_1m/take_03.wav,26.8,sp02,noise,1m,silence,17602,6161,human
sp02_noise_1m_take_03_sil1.wav,sp02_noise_1m/take_03.wav,28.0,sp02,noise,1m,silence,11536,4548.2,auto-sil-loose
sp02_noise_1m_take_03_sil2.wav,sp02_noise_1m/take_03.wav,28.5,sp02,noise,1m,silence,16029,4308.6,auto-sil
sp02_noise_1m_take_03_sil3.wav,sp02_noise_1m/take_03.wav,29.0,sp02,noise,1m,silence,22833,7124.7,auto-sil
sp02_noise_30cm_take_01_c01.wav,sp02_noise_30cm/take_01.wav,0.08,sp02,noise,30cm,silence,32768,20349,human
sp02_noise_30cm_take_01_c02.wav,sp02_noise_30cm/take_01.wav,3.42,sp02,noise,30cm,silence,32768,11971,human
sp02_noise_30cm_take_01_c03.wav,sp02_noise_30cm/take_01.wav,4.82,sp02,noise,30cm,silence,24348,9787,human
sp02_noise_30cm_take_01_c04.wav,sp02_noise_30cm/take_01.wav,6.03,sp02,noise,30cm,wake,26562,8271,human
sp02_noise_30cm_take_01_c05.wav,sp02_noise_30cm/take_01.wav,9.34,sp02,noise,30cm,wake,32768,15198,human
sp02_noise_30cm_take_01_c06.wav,sp02_noise_30cm/take_01.wav,10.75,sp02,noise,30cm,silence,21464,6308,human
sp02_noise_30cm_take_01_c07.wav,sp02_noise_30cm/take_01.wav,11.66,sp02,noise,30cm,silence,31815,9184,human
sp02_noise_30cm_take_01_c08.wav,sp02_noise_30cm/take_01.wav,12.57,sp02,noise,30cm,wake,19386,5218,human
sp02_noise_30cm_take_01_c09.wav,sp02_noise_30cm/take_01.wav,14.83,sp02,noise,30cm,silence,25270,9973,human
sp02_noise_30cm_take_01_c10.wav,sp02_noise_30cm/take_01.wav,16.16,sp02,noise,30cm,wake,20657,6093,human
sp02_noise_30cm_take_01_c11.wav,sp02_noise_30cm/take_01.wav,18.2,sp02,noise,30cm,silence,32768,15646,human
sp02_noise_30cm_take_01_c12.wav,sp02_noise_30cm/take_01.wav,20.85,sp02,noise,30cm,silence,32021,17789,human
sp02_noise_30cm_take_01_c13.wav,sp02_noise_30cm/take_01.wav,21.84,sp02,noise,30cm,silence,18087,7118,human
sp02_noise_30cm_take_01_c14.wav,sp02_noise_30cm/take_01.wav,23.1,sp02,noise,30cm,wake,24855,6801,human
sp02_noise_30cm_take_01_c15.wav,sp02_noise_30cm/take_01.wav,25.74,sp02,noise,30cm,silence,32768,19430,human
sp02_noise_30cm_take_02_c01.wav,sp02_noise_30cm/take_02.wav,0,sp02,noise,30cm,silence,32767,13932,human
sp02_noise_30cm_take_02_c02.wav,sp02_noise_30cm/take_02.wav,1.33,sp02,noise,30cm,silence,32767,16451,human
sp02_noise_30cm_take_02_c03.wav,sp02_noise_30cm/take_02.wav,2.33,sp02,noise,30cm,silence,20922,8175,human
sp02_noise_30cm_take_02_c04.wav,sp02_noise_30cm/take_02.wav,4.87,sp02,noise,30cm,silence,32768,8983,human
sp02_noise_30cm_take_02_c05.wav,sp02_noise_30cm/take_02.wav,5.78,sp02,noise,30cm,silence,13849,5882,human
sp02_noise_30cm_take_02_c06.wav,sp02_noise_30cm/take_02.wav,8.15,sp02,noise,30cm,silence,20178,7986,human
sp02_noise_30cm_take_02_c07.wav,sp02_noise_30cm/take_02.wav,10.47,sp02,noise,30cm,wake,28488,9783,human
sp02_noise_30cm_take_02_c08.wav,sp02_noise_30cm/take_02.wav,11.85,sp02,noise,30cm,silence,20111,7620,human
sp02_noise_30cm_take_02_c09.wav,sp02_noise_30cm/take_02.wav,12.85,sp02,noise,30cm,silence,22333,8765,human
sp02_noise_30cm_take_02_c10.wav,sp02_noise_30cm/take_02.wav,14.3,sp02,noise,30cm,wake,27303,7482,human
sp02_noise_30cm_take_02_c11.wav,sp02_noise_30cm/take_02.wav,16.0,sp02,noise,30cm,silence,32588,9127,human
sp02_noise_30cm_take_02_c12.wav,sp02_noise_30cm/take_02.wav,17.5,sp02,noise,30cm,wake,32768,10537,human
sp02_noise_30cm_take_02_c13.wav,sp02_noise_30cm/take_02.wav,18.69,sp02,noise,30cm,silence,26873,8818,human
sp02_noise_30cm_take_02_c14.wav,sp02_noise_30cm/take_02.wav,19.5,sp02,noise,30cm,silence,26873,8339,human
sp02_noise_30cm_take_02_c15.wav,sp02_noise_30cm/take_02.wav,20.94,sp02,noise,30cm,wake,32444,11612,human
sp02_noise_30cm_take_02_c16.wav,sp02_noise_30cm/take_02.wav,22.14,sp02,noise,30cm,silence,19940,7147,human
sp02_noise_30cm_take_02_c17.wav,sp02_noise_30cm/take_02.wav,23.83,sp02,noise,30cm,silence,27051,10299,human
sp02_noise_30cm_take_02_c18.wav,sp02_noise_30cm/take_02.wav,26.27,sp02,noise,30cm,silence,22767,9034,human
sp02_noise_30cm_take_02_c19.wav,sp02_noise_30cm/take_02.wav,27.12,sp02,noise,30cm,silence,23698,10455,human
sp02_noise_30cm_take_02_sil1.wav,sp02_noise_30cm/take_02.wav,7.0,sp02,noise,30cm,silence,23617,6453.7,auto-sil-loose
sp02_noise_30cm_take_02_sil2.wav,sp02_noise_30cm/take_02.wav,3.5,sp02,noise,30cm,silence,18561,6741.0,auto-sil-loose
sp02_noise_30cm_take_02_sil3.wav,sp02_noise_30cm/take_02.wav,29.0,sp02,noise,30cm,silence,25017,7810.4,auto-sil
sp02_noise_30cm_take_03_c01.wav,sp02_noise_30cm/take_03.wav,0.89,sp02,noise,30cm,silence,32768,18513,human
sp02_noise_30cm_take_03_c02.wav,sp02_noise_30cm/take_03.wav,1.88,sp02,noise,30cm,wake,32767,12473,human
sp02_noise_30cm_take_03_c03.wav,sp02_noise_30cm/take_03.wav,3.49,sp02,noise,30cm,silence,32767,15050,human
sp02_noise_30cm_take_03_c04.wav,sp02_noise_30cm/take_03.wav,4.98,sp02,noise,30cm,wake,31859,9644,human
sp02_noise_30cm_take_03_c05.wav,sp02_noise_30cm/take_03.wav,6.6,sp02,noise,30cm,silence,29628,11799,human
sp02_noise_30cm_take_03_c06.wav,sp02_noise_30cm/take_03.wav,9.81,sp02,noise,30cm,silence,27231,8634,human
sp02_noise_30cm_take_03_c07.wav,sp02_noise_30cm/take_03.wav,11.75,sp02,noise,30cm,wake,28857,12104,human
sp02_noise_30cm_take_03_c08.wav,sp02_noise_30cm/take_03.wav,13.24,sp02,noise,30cm,silence,25629,10308,human
sp02_noise_30cm_take_03_c09.wav,sp02_noise_30cm/take_03.wav,15.97,sp02,noise,30cm,silence,26444,10071,human
sp02_noise_30cm_take_03_c10.wav,sp02_noise_30cm/take_03.wav,17.12,sp02,noise,30cm,silence,23387,6800,human
sp02_noise_30cm_take_03_c11.wav,sp02_noise_30cm/take_03.wav,19.49,sp02,noise,30cm,silence,32768,17276,human
sp02_noise_30cm_take_03_c12.wav,sp02_noise_30cm/take_03.wav,22.45,sp02,noise,30cm,silence,32767,14554,human
sp02_noise_30cm_take_03_c13.wav,sp02_noise_30cm/take_03.wav,23.94,sp02,noise,30cm,wake,32767,15389,human
sp02_noise_30cm_take_03_c14.wav,sp02_noise_30cm/take_03.wav,25.67,sp02,noise,30cm,silence,32457,14197,human
sp02_noise_30cm_take_03_c15.wav,sp02_noise_30cm/take_03.wav,27.63,sp02,noise,30cm,wake,32767,10235,human
sp02_noise_30cm_take_03_c16.wav,sp02_noise_30cm/take_03.wav,29.0,sp02,noise,30cm,silence,30640,10227,human
sp02_noise_30cm_take_03_sil1.wav,sp02_noise_30cm/take_03.wav,8.0,sp02,noise,30cm,silence,17561,5506.7,auto-sil-loose
sp02_noise_30cm_take_03_sil2.wav,sp02_noise_30cm/take_03.wav,8.5,sp02,noise,30cm,silence,17646,6435.6,auto-sil-loose
sp02_noise_30cm_take_03_sil3.wav,sp02_noise_30cm/take_03.wav,14.5,sp02,noise,30cm,silence,19834,6864.0,auto-sil-loose
sp02_quiet_30cm_take_01_c01.wav,sp02_quite_30cm/take_01.wav,0,sp02,quiet,30cm,silence,29219,14722,human
sp02_quiet_30cm_take_01_c02.wav,sp02_quite_30cm/take_01.wav,2.0,sp02,quiet,30cm,wake,22614,6450,human
sp02_quiet_30cm_take_01_c03.wav,sp02_quite_30cm/take_01.wav,3.64,sp02,quiet,30cm,silence,13054,5290,human
sp02_quiet_30cm_take_01_c04.wav,sp02_quite_30cm/take_01.wav,6.85,sp02,quiet,30cm,wake,26530,7020,human
sp02_quiet_30cm_take_01_c05.wav,sp02_quite_30cm/take_01.wav,8.51,sp02,quiet,30cm,silence,22259,10436,human
sp02_quiet_30cm_take_01_c06.wav,sp02_quite_30cm/take_01.wav,12.2,sp02,quiet,30cm,wake,32768,11256,human
sp02_quiet_30cm_take_01_c07.wav,sp02_quite_30cm/take_01.wav,14.8,sp02,quiet,30cm,wake,24261,8554,human
sp02_quiet_30cm_take_01_c08.wav,sp02_quite_30cm/take_01.wav,16.04,sp02,quiet,30cm,silence,32768,23833,human
sp02_quiet_30cm_take_01_c09.wav,sp02_quite_30cm/take_01.wav,17.55,sp02,quiet,30cm,wake,30021,12897,human
sp02_quiet_30cm_take_01_c10.wav,sp02_quite_30cm/take_01.wav,19.38,sp02,quiet,30cm,silence,30373,14621,human
sp02_quiet_30cm_take_01_c11.wav,sp02_quite_30cm/take_01.wav,21.62,sp02,quiet,30cm,silence,15987,7141,human
sp02_quiet_30cm_take_01_c12.wav,sp02_quite_30cm/take_01.wav,26.21,sp02,quiet,30cm,wake,18244,6376,human
sp02_quiet_30cm_take_01_c13.wav,sp02_quite_30cm/take_01.wav,27.79,sp02,quiet,30cm,silence,13791,5296,human
sp02_quiet_30cm_take_01_c14.wav,sp02_quite_30cm/take_01.wav,28.76,sp02,quiet,30cm,silence,17003,7452,human
sp02_quiet_30cm_take_01_sil1.wav,sp02_quite_30cm/take_01.wav,10.5,sp02,quiet,30cm,silence,9942,3081.2,auto-sil
sp02_quiet_30cm_take_01_sil2.wav,sp02_quite_30cm/take_01.wav,24.5,sp02,quiet,30cm,silence,12473,5528.8,auto-sil
sp02_quiet_30cm_take_01_sil3.wav,sp02_quite_30cm/take_01.wav,23.5,sp02,quiet,30cm,silence,22766,6570.3,auto-sil
sp02_quiet_30cm_take_02_c01.wav,sp02_quite_30cm/take_02.wav,0,sp02,quiet,30cm,silence,21804,6764,human
sp02_quiet_30cm_take_02_c02.wav,sp02_quite_30cm/take_02.wav,1.67,sp02,quiet,30cm,wake,30261,12075,human
sp02_quiet_30cm_take_02_c03.wav,sp02_quite_30cm/take_02.wav,2.67,sp02,quiet,30cm,silence,22256,8126,human
sp02_quiet_30cm_take_02_c04.wav,sp02_quite_30cm/take_02.wav,3.87,sp02,quiet,30cm,wake,27919,7824,human
sp02_quiet_30cm_take_02_c05.wav,sp02_quite_30cm/take_02.wav,6.67,sp02,quiet,30cm,wake,31803,9778,human
sp02_quiet_30cm_take_02_c06.wav,sp02_quite_30cm/take_02.wav,9.34,sp02,quiet,30cm,wake,23253,6348,human
sp02_quiet_30cm_take_02_c07.wav,sp02_quite_30cm/take_02.wav,11.19,sp02,quiet,30cm,silence,17180,6041,human
sp02_quiet_30cm_take_02_c08.wav,sp02_quite_30cm/take_02.wav,12.44,sp02,quiet,30cm,wake,24515,9500,human
sp02_quiet_30cm_take_02_c09.wav,sp02_quite_30cm/take_02.wav,14.61,sp02,quiet,30cm,silence,20240,8979,human
sp02_quiet_30cm_take_02_c10.wav,sp02_quite_30cm/take_02.wav,17.49,sp02,quiet,30cm,silence,32768,16807,human
sp02_quiet_30cm_take_02_c11.wav,sp02_quite_30cm/take_02.wav,19.15,sp02,quiet,30cm,wake,19550,5307,human
sp02_quiet_30cm_take_02_c12.wav,sp02_quite_30cm/take_02.wav,20.52,sp02,quiet,30cm,silence,14190,5968,human
sp02_quiet_30cm_take_02_c13.wav,sp02_quite_30cm/take_02.wav,24.68,sp02,quiet,30cm,wake,25442,8967,human
sp02_quiet_30cm_take_02_c14.wav,sp02_quite_30cm/take_02.wav,27.87,sp02,quiet,30cm,wake,29761,9193,human
sp02_quiet_30cm_take_02_c15.wav,sp02_quite_30cm/take_02.wav,29.0,sp02,quiet,30cm,silence,32768,15010,human
sp02_quiet_30cm_take_02_sil1.wav,sp02_quite_30cm/take_02.wav,22.0,sp02,quiet,30cm,silence,11552,3795.5,auto-sil-loose
sp02_quiet_30cm_take_02_sil2.wav,sp02_quite_30cm/take_02.wav,22.5,sp02,quiet,30cm,silence,11613,3708.4,auto-sil
sp02_quiet_30cm_take_02_sil3.wav,sp02_quite_30cm/take_02.wav,23.0,sp02,quiet,30cm,silence,11613,3670.7,auto-sil
sp02_quiet_30cm_take_03_c01.wav,sp02_quite_30cm/take_03.wav,0.97,sp02,quiet,30cm,silence,16718,5654,human
sp02_quiet_30cm_take_03_c02.wav,sp02_quite_30cm/take_03.wav,2.25,sp02,quiet,30cm,wake,28397,10330,human
